SCLK,LMST,LTST,LOCAL_RELATIVE_HUMIDITY,LOCAL_RELATIVE_HUMIDITY_UNCERTAINTY,HUMIDITY_LOCAL_TEMP,HUMIDITY_LOCAL_TEMP_UNCERTAINTY,VOLUME_MIXING_RATIO,VOLUME_MIXING_RATIO_UNCERTAINTY
667043721,00001M16:25:54.693,0001 15:48:25,,,273.83,,,
667043722,00001M16:25:55.666,0001 15:48:26,,,273.89,,,
667043723,00001M16:25:56.640,0001 15:48:27,,,273.83,,,
667043724,00001M16:25:57.613,0001 15:48:28,,,273.89,,,
667043725,00001M16:25:58.586,0001 15:48:29,,,273.87,,,
667043726,00001M16:25:59.559,0001 15:48:30,,,273.83,,,
667043727,00001M16:26:00.533,0001 15:48:30,,,273.87,,,
667043728,00001M16:26:01.506,0001 15:48:31,,,273.87,,,
667043729,00001M16:26:02.479,0001 15:48:32,,,273.89,,,
667043730,00001M16:26:03.452,0001 15:48:33,,,273.82,,,
667043731,00001M16:26:04.426,0001 15:48:34,,,273.87,,,
667043732,00001M16:26:05.399,0001 15:48:35,,,273.83,,,
667043733,00001M16:26:06.372,0001 15:48:36,,,273.84,,,
667043734,00001M16:26:07.345,0001 15:48:37,,,273.89,,,
667043735,00001M16:26:08.319,0001 15:48:38,,,273.84,,,
667043736,00001M16:26:09.292,0001 15:48:39,,,273.85,,,
667043737,00001M16:26:10.265,0001 15:48:40,,,273.86,,,
667043738,00001M16:26:11.238,0001 15:48:41,,,273.87,,,
667043739,00001M16:26:12.212,0001 15:48:42,,,273.83,,,
667043740,00001M16:26:13.185,0001 15:48:43,,,273.91,,,
667043741,00001M16:26:14.158,0001 15:48:44,,,273.87,,,
667043742,00001M16:26:15.131,0001 15:48:45,,,273.85,,,
667043743,00001M16:26:16.105,0001 15:48:46,,,273.82,,,
667043744,00001M16:26:17.078,0001 15:48:47,,,273.84,,,
667043745,00001M16:26:18.051,0001 15:48:48,,,273.91,,,
667043746,00001M16:26:19.024,0001 15:48:49,,,273.91,,,
667043747,00001M16:26:19.998,0001 15:48:50,,,273.85,,,
667043748,00001M16:26:20.971,0001 15:48:51,,,273.85,,,
667043749,00001M16:26:21.944,0001 15:48:52,,,273.89,,,
667043750,00001M16:26:22.917,0001 15:48:53,,,273.88,,,
667043751,00001M16:26:23.891,0001 15:48:54,,,273.83,,,
667043752,00001M16:26:24.864,0001 15:48:55,,,273.88,,,
667043753,00001M16:26:25.837,0001 15:48:56,,,273.90,,,
667043754,00001M16:26:26.810,0001 15:48:57,,,273.83,,,
667043755,00001M16:26:27.784,0001 15:48:58,,,273.87,,,
667043756,00001M16:26:28.757,0001 15:48:59,,,273.80,,,
667043757,00001M16:26:29.730,0001 15:49:00,,,273.87,,,
667043758,00001M16:26:30.703,0001 15:49:01,,,273.91,,,
667043759,00001M16:26:31.677,0001 15:49:02,,,273.83,,,
667043760,00001M16:26:32.650,0001 15:49:03,,,273.83,,,
667043761,00001M16:26:33.623,0001 15:49:04,,,273.87,,,
667043762,00001M16:26:34.596,0001 15:49:05,,,273.87,,,
667043763,00001M16:26:35.570,0001 15:49:06,,,273.86,,,
667043764,00001M16:26:36.543,0001 15:49:06,,,273.84,,,
667043765,00001M16:26:37.516,0001 15:49:07,,,273.82,,,
667043766,00001M16:26:38.490,0001 15:49:08,,,273.85,,,
667043767,00001M16:26:39.463,0001 15:49:09,,,273.85,,,
667043768,00001M16:26:40.436,0001 15:49:10,,,273.89,,,
667043769,00001M16:26:41.409,0001 15:49:11,,,273.88,,,
667043770,00001M16:26:42.383,0001 15:49:12,,,273.85,,,
667043771,00001M16:26:43.356,0001 15:49:13,,,273.82,,,
667043772,00001M16:26:44.329,0001 15:49:14,,,273.88,,,
667043773,00001M16:26:45.302,0001 15:49:15,,,273.83,,,
667043774,00001M16:26:46.276,0001 15:49:16,,,273.85,,,
667043775,00001M16:26:47.249,0001 15:49:17,,,273.88,,,
667043776,00001M16:26:48.222,0001 15:49:18,,,273.90,,,
667043777,00001M16:26:49.195,0001 15:49:19,,,273.87,,,
667043778,00001M16:26:50.169,0001 15:49:20,,,273.85,,,
667043779,00001M16:26:51.142,0001 15:49:21,,,273.85,,,
667043780,00001M16:26:52.115,0001 15:49:22,,,273.83,,,
667043781,00001M16:26:53.088,0001 15:49:23,,,273.78,,,
667043782,00001M16:26:54.062,0001 15:49:24,,,273.86,,,
667043783,00001M16:26:55.035,0001 15:49:25,,,273.80,,,
667043784,00001M16:26:56.008,0001 15:49:26,,,273.85,,,
667043785,00001M16:26:56.981,0001 15:49:27,,,273.86,,,
667043786,00001M16:26:57.955,0001 15:49:28,,,273.87,,,
667043787,00001M16:26:58.928,0001 15:49:29,,,273.83,,,
667043788,00001M16:26:59.901,0001 15:49:30,,,273.86,,,
667043789,00001M16:27:00.874,0001 15:49:31,,,273.76,,,
667043790,00001M16:27:01.848,0001 15:49:32,,,273.88,,,
667043791,00001M16:27:02.821,0001 15:49:33,,,273.80,,,
667043792,00001M16:27:03.794,0001 15:49:34,,,273.83,,,
667043793,00001M16:27:04.767,0001 15:49:35,,,273.84,,,
667043794,00001M16:27:05.741,0001 15:49:36,,,273.78,,,
667043795,00001M16:27:06.714,0001 15:49:37,,,273.78,,,
667043796,00001M16:27:07.687,0001 15:49:38,,,273.85,,,
667043797,00001M16:27:08.660,0001 15:49:39,,,273.80,,,
667043798,00001M16:27:09.634,0001 15:49:40,,,273.84,,,
667043799,00001M16:27:10.607,0001 15:49:41,,,273.80,,,
667043800,00001M16:27:11.580,0001 15:49:42,,,273.80,,,
667043801,00001M16:27:12.553,0001 15:49:43,,,273.77,,,
667043802,00001M16:27:13.527,0001 15:49:43,,,273.85,,,
667043803,00001M16:27:14.500,0001 15:49:44,,,273.87,,,
667043804,00001M16:27:15.473,0001 15:49:45,,,273.82,,,
667043805,00001M16:27:16.446,0001 15:49:46,,,273.84,,,
667043806,00001M16:27:17.420,0001 15:49:47,,,273.81,,,
667043807,00001M16:27:18.393,0001 15:49:48,,,273.84,,,
667043808,00001M16:27:19.366,0001 15:49:49,,,273.80,,,
667043809,00001M16:27:20.339,0001 15:49:50,,,273.80,,,
667043810,00001M16:27:21.313,0001 15:49:51,,,273.84,,,
667043811,00001M16:27:22.286,0001 15:49:52,,,273.75,,,
667043812,00001M16:27:23.259,0001 15:49:53,,,273.77,,,
667043813,00001M16:27:24.232,0001 15:49:54,,,273.85,,,
667043814,00001M16:27:25.206,0001 15:49:55,,,273.80,,,
667043815,00001M16:27:26.179,0001 15:49:56,,,273.78,,,
667043816,00001M16:27:27.152,0001 15:49:57,,,273.82,,,
667043817,00001M16:27:28.125,0001 15:49:58,,,273.79,,,
667043818,00001M16:27:29.099,0001 15:49:59,,,273.80,,,
667043819,00001M16:27:30.072,0001 15:50:00,,,273.83,,,
667043820,00001M16:27:31.045,0001 15:50:01,,,273.81,,,
667043821,00001M16:27:32.018,0001 15:50:02,,,273.82,,,
667043822,00001M16:27:32.992,0001 15:50:03,,,273.75,,,
667043823,00001M16:27:33.965,0001 15:50:04,,,273.79,,,
667043824,00001M16:27:34.938,0001 15:50:05,,,273.79,,,
667043825,00001M16:27:35.911,0001 15:50:06,,,273.75,,,
667043826,00001M16:27:36.885,0001 15:50:07,,,273.78,,,
667043827,00001M16:27:37.858,0001 15:50:08,,,273.82,,,
667043828,00001M16:27:38.831,0001 15:50:09,,,273.80,,,
667043829,00001M16:27:39.804,0001 15:50:10,,,273.77,,,
667043830,00001M16:27:40.778,0001 15:50:11,,,273.77,,,
667043831,00001M16:27:41.751,0001 15:50:12,,,273.81,,,
667043832,00001M16:27:42.724,0001 15:50:13,,,273.74,,,
667043833,00001M16:27:43.697,0001 15:50:14,,,273.75,,,
667043834,00001M16:27:44.671,0001 15:50:15,,,273.73,,,
667043835,00001M16:27:45.644,0001 15:50:16,,,273.80,,,
667043836,00001M16:27:46.617,0001 15:50:17,,,273.79,,,
667043837,00001M16:27:47.590,0001 15:50:18,,,273.77,,,
667043838,00001M16:27:48.564,0001 15:50:19,,,273.76,,,
667043839,00001M16:27:49.537,0001 15:50:20,,,273.77,,,
667043840,00001M16:27:50.510,0001 15:50:20,,,273.82,,,
667043841,00001M16:27:51.483,0001 15:50:21,,,273.76,,,
667043842,00001M16:27:52.457,0001 15:50:22,,,273.76,,,
667043843,00001M16:27:53.430,0001 15:50:23,,,273.78,,,
667043844,00001M16:27:54.403,0001 15:50:24,,,273.75,,,
667043845,00001M16:27:55.376,0001 15:50:25,,,273.75,,,
667043846,00001M16:27:56.350,0001 15:50:26,,,273.78,,,
667043847,00001M16:27:57.323,0001 15:50:27,,,273.80,,,
667043848,00001M16:27:58.296,0001 15:50:28,,,273.75,,,
667043849,00001M16:27:59.269,0001 15:50:29,,,273.72,,,
667043850,00001M16:28:00.243,0001 15:50:30,,,273.77,,,
667043851,00001M16:28:01.216,0001 15:50:31,,,273.76,,,
667043852,00001M16:28:02.189,0001 15:50:32,,,273.77,,,
667043853,00001M16:28:03.162,0001 15:50:33,,,273.75,,,
667043854,00001M16:28:04.136,0001 15:50:34,,,273.77,,,
667043855,00001M16:28:05.109,0001 15:50:35,,,273.73,,,
667043856,00001M16:28:06.082,0001 15:50:36,,,273.73,,,
667043857,00001M16:28:07.055,0001 15:50:37,,,273.76,,,
667043858,00001M16:28:08.029,0001 15:50:38,,,273.76,,,
667043859,00001M16:28:09.002,0001 15:50:39,,,273.71,,,
667043860,00001M16:28:09.975,0001 15:50:40,,,273.70,,,
667043861,00001M16:28:10.948,0001 15:50:41,,,273.73,,,
667043862,00001M16:28:11.922,0001 15:50:42,,,273.77,,,
667043863,00001M16:28:12.895,0001 15:50:43,,,273.72,,,
667043864,00001M16:28:13.868,0001 15:50:44,,,273.68,,,
667043865,00001M16:28:14.841,0001 15:50:45,,,273.78,,,
667043866,00001M16:28:15.815,0001 15:50:46,,,273.77,,,
667043867,00001M16:28:16.788,0001 15:50:47,,,273.77,,,
667043868,00001M16:28:17.761,0001 15:50:48,,,273.69,,,
667043869,00001M16:28:18.734,0001 15:50:49,,,273.76,,,
667043870,00001M16:28:19.708,0001 15:50:50,,,273.75,,,
667043871,00001M16:28:20.681,0001 15:50:51,,,273.70,,,
667043872,00001M16:28:21.654,0001 15:50:52,,,273.79,,,
667043873,00001M16:28:22.627,0001 15:50:53,,,273.72,,,
667043874,00001M16:28:23.601,0001 15:50:54,,,273.70,,,
667043875,00001M16:28:24.574,0001 15:50:55,,,273.80,,,
667043876,00001M16:28:25.547,0001 15:50:56,,,273.70,,,
667043877,00001M16:28:26.520,0001 15:50:56,,,273.76,,,
667043878,00001M16:28:27.494,0001 15:50:57,,,273.77,,,
667043879,00001M16:28:28.467,0001 15:50:58,,,273.73,,,
667043880,00001M16:28:29.440,0001 15:50:59,,,273.80,,,
667043881,00001M16:28:30.413,0001 15:51:00,,,273.71,,,
667043882,00001M16:28:31.387,0001 15:51:01,,,273.75,,,
667043883,00001M16:28:32.360,0001 15:51:02,,,273.71,,,
667043884,00001M16:28:33.333,0001 15:51:03,,,273.73,,,
667043885,00001M16:28:34.306,0001 15:51:04,,,273.79,,,
667043886,00001M16:28:35.280,0001 15:51:05,,,273.76,,,
667043887,00001M16:28:36.253,0001 15:51:06,,,273.80,,,
667043888,00001M16:28:37.226,0001 15:51:07,,,273.72,,,
667043889,00001M16:28:38.199,0001 15:51:08,,,273.72,,,
667043890,00001M16:28:39.173,0001 15:51:09,,,273.75,,,
667043891,00001M16:28:40.146,0001 15:51:10,,,273.75,,,
667043892,00001M16:28:41.119,0001 15:51:11,,,273.71,,,
667043893,00001M16:28:42.093,0001 15:51:12,,,273.73,,,
667043894,00001M16:28:43.066,0001 15:51:13,,,273.78,,,
667043895,00001M16:28:44.039,0001 15:51:14,,,273.74,,,
667043896,00001M16:28:45.012,0001 15:51:15,,,273.73,,,
667043897,00001M16:28:45.986,0001 15:51:16,,,273.71,,,
667043898,00001M16:28:46.959,0001 15:51:17,,,273.77,,,
667043899,00001M16:28:47.932,0001 15:51:18,,,273.70,,,
667043900,00001M16:28:48.905,0001 15:51:19,,,273.68,,,
667043901,00001M16:28:49.879,0001 15:51:20,,,273.72,,,
667043902,00001M16:28:50.852,0001 15:51:21,,,273.75,,,
667043903,00001M16:28:51.825,0001 15:51:22,,,273.74,,,
667043904,00001M16:28:52.798,0001 15:51:23,,,273.73,,,
667043905,00001M16:28:53.772,0001 15:51:24,,,273.72,,,
667043906,00001M16:28:54.745,0001 15:51:25,,,273.76,,,
667043907,00001M16:28:55.718,0001 15:51:26,,,273.70,,,
667043908,00001M16:28:56.691,0001 15:51:27,,,273.73,,,
667043909,00001M16:28:57.665,0001 15:51:28,,,273.73,,,
667043910,00001M16:28:58.638,0001 15:51:29,,,273.76,,,
667043911,00001M16:28:59.611,0001 15:51:30,,,273.78,,,
667043912,00001M16:29:00.584,0001 15:51:31,,,273.74,,,
667043913,00001M16:29:01.558,0001 15:51:32,,,273.68,,,
667043914,00001M16:29:02.531,0001 15:51:33,,,273.69,,,
667043915,00001M16:29:03.504,0001 15:51:33,,,273.74,,,
667043916,00001M16:29:04.477,0001 15:51:34,,,273.77,,,
667043917,00001M16:29:05.451,0001 15:51:35,,,273.71,,,
667043918,00001M16:29:06.424,0001 15:51:36,,,273.74,,,
667043919,00001M16:29:07.397,0001 15:51:37,,,273.70,,,
667043920,00001M16:29:08.370,0001 15:51:38,,,273.68,,,
667043921,00001M16:29:09.344,0001 15:51:39,,,273.77,,,
667043922,00001M16:29:10.317,0001 15:51:40,,,273.68,,,
667043923,00001M16:29:11.290,0001 15:51:41,,,273.73,,,
667043924,00001M16:29:12.263,0001 15:51:42,,,273.71,,,
667043925,00001M16:29:13.237,0001 15:51:43,,,273.74,,,
667043926,00001M16:29:14.210,0001 15:51:44,,,273.71,,,
667043927,00001M16:29:15.183,0001 15:51:45,,,273.73,,,
667043928,00001M16:29:16.156,0001 15:51:46,,,273.75,,,
667043929,00001M16:29:17.130,0001 15:51:47,,,273.69,,,
667043930,00001M16:29:18.103,0001 15:51:48,,,273.74,,,
667043931,00001M16:29:19.076,0001 15:51:49,,,273.66,,,
667043932,00001M16:29:20.049,0001 15:51:50,,,273.67,,,
667043933,00001M16:29:21.023,0001 15:51:51,,,273.72,,,
667043934,00001M16:29:21.996,0001 15:51:52,,,273.69,,,
667043935,00001M16:29:22.969,0001 15:51:53,,,273.74,,,
667043936,00001M16:29:23.942,0001 15:51:54,,,273.71,,,
667043937,00001M16:29:24.916,0001 15:51:55,,,273.68,,,
667043938,00001M16:29:25.889,0001 15:51:56,,,273.69,,,
667043939,00001M16:29:26.862,0001 15:51:57,,,273.63,,,
667043940,00001M16:29:27.835,0001 15:51:58,,,273.68,,,
667043941,00001M16:29:28.809,0001 15:51:59,,,273.70,,,
667043942,00001M16:29:29.782,0001 15:52:00,,,273.71,,,
667043943,00001M16:29:30.755,0001 15:52:01,,,273.71,,,
667043944,00001M16:29:31.728,0001 15:52:02,,,273.68,,,
667043945,00001M16:29:32.702,0001 15:52:03,,,273.64,,,
667043946,00001M16:29:33.675,0001 15:52:04,,,273.69,,,
667043947,00001M16:29:34.648,0001 15:52:05,,,273.61,,,
667043948,00001M16:29:35.621,0001 15:52:06,,,273.60,,,
667043949,00001M16:29:36.595,0001 15:52:07,,,273.64,,,
667043950,00001M16:29:37.568,0001 15:52:08,,,273.67,,,
667043951,00001M16:29:38.541,0001 15:52:09,,,273.68,,,
667043952,00001M16:29:39.514,0001 15:52:10,,,273.65,,,
667043953,00001M16:29:40.488,0001 15:52:10,,,273.65,,,
667043954,00001M16:29:41.461,0001 15:52:11,,,273.65,,,
667043955,00001M16:29:42.434,0001 15:52:12,,,273.62,,,
667043956,00001M16:29:43.407,0001 15:52:13,,,273.68,,,
667043957,00001M16:29:44.381,0001 15:52:14,,,273.60,,,
667043958,00001M16:29:45.354,0001 15:52:15,,,273.61,,,
667043959,00001M16:29:46.327,0001 15:52:16,,,273.63,,,
667043960,00001M16:29:47.300,0001 15:52:17,,,273.58,,,
667043961,00001M16:29:48.274,0001 15:52:18,,,273.63,,,
667043962,00001M16:29:49.247,0001 15:52:19,,,273.61,,,
667043963,00001M16:29:50.220,0001 15:52:20,,,273.56,,,
667043964,00001M16:29:51.193,0001 15:52:21,,,273.65,,,
667043965,00001M16:29:52.167,0001 15:52:22,,,273.61,,,
667043966,00001M16:29:53.140,0001 15:52:23,,,273.57,,,
667043967,00001M16:29:54.113,0001 15:52:24,,,273.55,,,
667043968,00001M16:29:55.086,0001 15:52:25,,,273.58,,,
667043969,00001M16:29:56.060,0001 15:52:26,,,273.62,,,
667043970,00001M16:29:57.033,0001 15:52:27,,,273.64,,,
667043971,00001M16:29:58.006,0001 15:52:28,,,273.59,,,
667043972,00001M16:29:58.979,0001 15:52:29,,,273.63,,,
667043973,00001M16:29:59.953,0001 15:52:30,,,273.58,,,
667043974,00001M16:30:00.926,0001 15:52:31,,,273.59,,,
667043975,00001M16:30:01.899,0001 15:52:32,,,273.62,,,
667043976,00001M16:30:02.872,0001 15:52:33,,,273.55,,,
667043977,00001M16:30:03.846,0001 15:52:34,,,273.58,,,
667043978,00001M16:30:04.819,0001 15:52:35,,,273.54,,,
667043979,00001M16:30:05.792,0001 15:52:36,,,273.57,,,
667043980,00001M16:30:06.765,0001 15:52:37,,,273.56,,,
667043981,00001M16:30:07.739,0001 15:52:38,,,273.57,,,
667043982,00001M16:30:08.712,0001 15:52:39,,,273.57,,,
667043983,00001M16:30:09.685,0001 15:52:40,,,273.55,,,
667043984,00001M16:30:10.658,0001 15:52:41,,,273.56,,,
667043985,00001M16:30:11.632,0001 15:52:42,,,273.57,,,
667043986,00001M16:30:12.605,0001 15:52:43,,,273.53,,,
667043987,00001M16:30:13.578,0001 15:52:44,,,273.52,,,
667043988,00001M16:30:14.551,0001 15:52:45,,,273.56,,,
667043989,00001M16:30:15.525,0001 15:52:46,,,273.49,,,
667043990,00001M16:30:16.498,0001 15:52:47,,,273.50,,,
667043991,00001M16:30:17.471,0001 15:52:47,,,273.55,,,
667043992,00001M16:30:18.444,0001 15:52:48,,,273.49,,,
667043993,00001M16:30:19.418,0001 15:52:49,,,273.49,,,
667043994,00001M16:30:20.391,0001 15:52:50,,,273.53,,,
667043995,00001M16:30:21.364,0001 15:52:51,,,273.50,,,
667043996,00001M16:30:22.337,0001 15:52:52,,,273.48,,,
667043997,00001M16:30:23.311,0001 15:52:53,,,273.49,,,
667043998,00001M16:30:24.284,0001 15:52:54,,,273.53,,,
667043999,00001M16:30:25.257,0001 15:52:55,,,273.56,,,
667044000,00001M16:30:26.230,0001 15:52:56,,,273.46,,,
667044001,00001M16:30:27.204,0001 15:52:57,,,273.55,,,
667044002,00001M16:30:28.177,0001 15:52:58,,,273.53,,,
667044003,00001M16:30:29.150,0001 15:52:59,,,273.45,,,
667044004,00001M16:30:30.123,0001 15:53:00,,,273.49,,,
667044005,00001M16:30:31.097,0001 15:53:01,,,273.50,,,
667044006,00001M16:30:32.070,0001 15:53:02,,,273.51,,,
667044007,00001M16:30:33.043,0001 15:53:03,,,273.50,,,
667044008,00001M16:30:34.016,0001 15:53:04,,,273.49,,,
667044009,00001M16:30:34.990,0001 15:53:05,,,273.49,,,
667044010,00001M16:30:35.963,0001 15:53:06,,,273.45,,,
667044011,00001M16:30:36.936,0001 15:53:07,,,273.46,,,
667044012,00001M16:30:37.909,0001 15:53:08,,,273.48,,,
667044013,00001M16:30:38.883,0001 15:53:09,,,273.49,,,
667044014,00001M16:30:39.856,0001 15:53:10,,,273.52,,,
667044015,00001M16:30:40.829,0001 15:53:11,,,273.43,,,
667044016,00001M16:30:41.802,0001 15:53:12,,,273.46,,,
667044017,00001M16:30:42.776,0001 15:53:13,,,273.41,,,
667044018,00001M16:30:43.749,0001 15:53:14,,,273.50,,,
667044019,00001M16:30:44.722,0001 15:53:15,,,273.46,,,
667044020,00001M16:30:45.696,0001 15:53:16,,,273.45,,,
667044021,00001M16:30:46.669,0001 15:53:17,,,273.49,,,
667044022,00001M16:30:47.642,0001 15:53:18,,,273.49,,,
667044023,00001M16:30:48.615,0001 15:53:19,,,273.52,,,
667044024,00001M16:30:49.589,0001 15:53:20,,,273.49,,,
667044025,00001M16:30:50.562,0001 15:53:21,,,273.47,,,
667044026,00001M16:30:51.535,0001 15:53:22,,,273.52,,,
667044027,00001M16:30:52.508,0001 15:53:23,,,273.49,,,
667044028,00001M16:30:53.482,0001 15:53:23,,,273.51,,,
667044029,00001M16:30:54.455,0001 15:53:24,,,273.50,,,
667044030,00001M16:30:55.428,0001 15:53:25,,,273.50,,,
667044031,00001M16:30:56.401,0001 15:53:26,,,273.52,,,
667044032,00001M16:30:57.375,0001 15:53:27,,,273.44,,,
667044033,00001M16:30:58.348,0001 15:53:28,,,273.43,,,
667044034,00001M16:30:59.321,0001 15:53:29,,,273.47,,,
667044035,00001M16:31:00.294,0001 15:53:30,,,273.49,,,
667044036,00001M16:31:01.268,0001 15:53:31,,,273.52,,,
667044037,00001M16:31:02.241,0001 15:53:32,,,273.45,,,
667044038,00001M16:31:03.214,0001 15:53:33,,,273.50,,,
667044039,00001M16:31:04.187,0001 15:53:34,,,273.45,,,
667044040,00001M16:31:05.161,0001 15:53:35,,,273.46,,,
667044041,00001M16:31:06.134,0001 15:53:36,,,273.41,,,
667044042,00001M16:31:07.107,0001 15:53:37,,,273.47,,,
667044043,00001M16:31:08.080,0001 15:53:38,,,273.39,,,
667044044,00001M16:31:09.054,0001 15:53:39,,,273.40,,,
667044045,00001M16:31:10.027,0001 15:53:40,,,273.43,,,
667044046,00001M16:31:11.000,0001 15:53:41,,,273.46,,,
667044047,00001M16:31:11.973,0001 15:53:42,,,273.43,,,
667044048,00001M16:31:12.947,0001 15:53:43,,,273.44,,,
667044049,00001M16:31:13.920,0001 15:53:44,,,273.44,,,
667044050,00001M16:31:14.893,0001 15:53:45,,,273.43,,,
667044051,00001M16:31:15.866,0001 15:53:46,,,273.41,,,
667044052,00001M16:31:16.840,0001 15:53:47,,,273.43,,,
667044053,00001M16:31:17.813,0001 15:53:48,,,273.47,,,
667044054,00001M16:31:18.786,0001 15:53:49,,,273.47,,,
667044055,00001M16:31:19.759,0001 15:53:50,,,273.39,,,
667044056,00001M16:31:20.733,0001 15:53:51,,,273.48,,,
667044057,00001M16:31:21.706,0001 15:53:52,,,273.46,,,
667044058,00001M16:31:22.679,0001 15:53:53,,,273.46,,,
667044059,00001M16:31:23.652,0001 15:53:54,,,273.43,,,
667044060,00001M16:31:24.626,0001 15:53:55,,,273.41,,,
667044061,00001M16:31:25.599,0001 15:53:56,,,273.48,,,
667044062,00001M16:31:26.572,0001 15:53:57,,,273.46,,,
667044063,00001M16:31:27.545,0001 15:53:58,,,273.47,,,
667044064,00001M16:31:28.519,0001 15:53:59,,,273.42,,,
667044065,00001M16:31:29.492,0001 15:54:00,,,273.43,,,
667044066,00001M16:31:30.465,0001 15:54:00,,,273.43,,,
667044067,00001M16:31:31.438,0001 15:54:01,,,273.44,,,
667044068,00001M16:31:32.412,0001 15:54:02,,,273.45,,,
667044069,00001M16:31:33.385,0001 15:54:03,,,273.46,,,
667044070,00001M16:31:34.358,0001 15:54:04,,,273.48,,,
667044071,00001M16:31:35.331,0001 15:54:05,,,273.40,,,
667044072,00001M16:31:36.305,0001 15:54:06,,,273.42,,,
667044073,00001M16:31:37.278,0001 15:54:07,,,273.39,,,
667044074,00001M16:31:38.251,0001 15:54:08,,,273.43,,,
667044075,00001M16:31:39.224,0001 15:54:09,,,273.42,,,
667044076,00001M16:31:40.198,0001 15:54:10,,,273.49,,,
667044077,00001M16:31:41.171,0001 15:54:11,,,273.43,,,
667044078,00001M16:31:42.144,0001 15:54:12,,,273.43,,,
667044079,00001M16:31:43.117,0001 15:54:13,,,273.39,,,
667044080,00001M16:31:44.091,0001 15:54:14,,,273.40,,,
667044081,00001M16:31:45.064,0001 15:54:15,,,273.46,,,
667044082,00001M16:31:46.037,0001 15:54:16,,,273.43,,,
667044083,00001M16:31:47.010,0001 15:54:17,,,273.43,,,
667044084,00001M16:31:47.984,0001 15:54:18,,,273.42,,,
667044085,00001M16:31:48.957,0001 15:54:19,,,273.43,,,
667044086,00001M16:31:49.930,0001 15:54:20,,,273.41,,,
667044087,00001M16:31:50.903,0001 15:54:21,,,273.36,,,
667044088,00001M16:31:51.877,0001 15:54:22,,,273.43,,,
667044089,00001M16:31:52.850,0001 15:54:23,,,273.41,,,
667044090,00001M16:31:53.823,0001 15:54:24,,,273.38,,,
667044091,00001M16:31:54.796,0001 15:54:25,,,273.36,,,
667044092,00001M16:31:55.770,0001 15:54:26,,,273.41,,,
667044093,00001M16:31:56.743,0001 15:54:27,,,273.46,,,
667044094,00001M16:31:57.716,0001 15:54:28,,,273.40,,,
667044095,00001M16:31:58.689,0001 15:54:29,,,273.42,,,
667044096,00001M16:31:59.663,0001 15:54:30,,,273.47,,,
667044097,00001M16:32:00.636,0001 15:54:31,,,273.40,,,
667044098,00001M16:32:01.609,0001 15:54:32,,,273.45,,,
667044099,00001M16:32:02.582,0001 15:54:33,,,273.43,,,
667044100,00001M16:32:03.556,0001 15:54:34,,,273.41,,,
667044101,00001M16:32:04.529,0001 15:54:35,,,273.46,,,
667044102,00001M16:32:05.502,0001 15:54:36,,,273.43,,,
667044103,00001M16:32:06.475,0001 15:54:37,,,273.43,,,
667044104,00001M16:32:07.449,0001 15:54:37,,,273.36,,,
667044105,00001M16:32:08.422,0001 15:54:38,,,273.44,,,
667044106,00001M16:32:09.395,0001 15:54:39,,,273.43,,,
667044107,00001M16:32:10.368,0001 15:54:40,,,273.44,,,
667044108,00001M16:32:11.342,0001 15:54:41,,,273.41,,,
667044109,00001M16:32:12.315,0001 15:54:42,,,273.42,,,
667044110,00001M16:32:13.288,0001 15:54:43,,,273.42,,,
667044111,00001M16:32:14.261,0001 15:54:44,,,273.36,,,
667044112,00001M16:32:15.235,0001 15:54:45,,,273.39,,,
667044113,00001M16:32:16.208,0001 15:54:46,,,273.37,,,
667044114,00001M16:32:17.181,0001 15:54:47,,,273.38,,,
667044115,00001M16:32:18.154,0001 15:54:48,,,273.41,,,
667044116,00001M16:32:19.128,0001 15:54:49,,,273.44,,,
667044117,00001M16:32:20.101,0001 15:54:50,,,273.34,,,
667044118,00001M16:32:21.074,0001 15:54:51,,,273.37,,,
667044119,00001M16:32:22.047,0001 15:54:52,,,273.37,,,
667044120,00001M16:32:23.021,0001 15:54:53,,,273.38,,,
667044121,00001M16:32:23.994,0001 15:54:54,,,273.36,,,
667044122,00001M16:32:24.967,0001 15:54:55,,,273.34,,,
667044123,00001M16:32:25.940,0001 15:54:56,,,273.41,,,
667044124,00001M16:32:26.914,0001 15:54:57,,,273.33,,,
667044125,00001M16:32:27.887,0001 15:54:58,,,273.33,,,
667044126,00001M16:32:28.860,0001 15:54:59,,,273.36,,,
667044127,00001M16:32:29.833,0001 15:55:00,,,273.39,,,
667044128,00001M16:32:30.807,0001 15:55:01,,,273.38,,,
667044129,00001M16:32:31.780,0001 15:55:02,,,273.43,,,
667044130,00001M16:32:32.753,0001 15:55:03,,,273.38,,,
667044131,00001M16:32:33.726,0001 15:55:04,,,273.42,,,
667044132,00001M16:32:34.700,0001 15:55:05,,,273.35,,,
667044133,00001M16:32:35.673,0001 15:55:06,,,273.35,,,
667044134,00001M16:32:36.646,0001 15:55:07,,,273.36,,,
667044135,00001M16:32:37.619,0001 15:55:08,,,273.37,,,
667044136,00001M16:32:38.593,0001 15:55:09,,,273.33,,,
667044137,00001M16:32:39.566,0001 15:55:10,,,273.37,,,
667044138,00001M16:32:40.539,0001 15:55:11,,,273.38,,,
667044139,00001M16:32:41.512,0001 15:55:12,,,273.41,,,
